month,sensor_hours,report_coverage,limited_support_rate,ood_rate,not_evaluable_rate
2025-08,10416,0.9005376344086021,0.0,0.07258064516129033,0.026881720430107527
2025-09,10080,0.8347222222222223,0.0,0.1375,0.027777777777777776
2025-10,10416,0.7916666666666666,0.0,0.20833333333333334,0.0
2025-11,10080,0.4986111111111111,0.0,0.5013888888888889,0.0
2025-12,10416,0.7943548387096774,0.0228494623655914,0.1827956989247312,0.0
2026-01,10416,0.02956989247311828,0.9153225806451613,0.0228494623655914,0.03225806451612903
2026-02,9408,0.0,0.9940476190476191,0.005952380952380952,0.0
2026-03,10416,0.0,0.8709677419354839,0.12903225806451613,0.0
2026-04,4368,0.0,0.8942307692307693,0.09935897435897435,0.00641025641025641
