template_id,sensor_id,analyte,active_regime_id,zone_id,n_nominal,n_nonoverlap_24h,n_effective,distinct_days,distinct_months,season_coverage,bootstrap_stability,holdout_count,holdout_rows,holdout_far,support_validation_unit,support_validation_method,family_support_id,model_family_id,family_support_level,family_n_effective,family_distinct_months,family_bootstrap_stability,family_holdout_count,family_holdout_far,node_support_level,node_n_effective,node_distinct_months,node_reference_coverage,node_bootstrap_stability,node_holdout_count,node_holdout_rows,node_holdout_far,node_validation_unit,node_validation_method,support_level,FAR,score_eligible,node_validation_passed,action_eligible_candidate,limited_support_exit_status,family_exit_failed_reasons,node_exit_failed_reasons,veto_eligible,exit_failed_reasons,fallback_level,profile_covariance_mode,shrinkage_method,alpha_floor,alpha_used,covariance_condition_number,min_eigen_ratio,limited_support,action_limited,template_hash,topology_hash,track_id,swap_AUROC,swap_AUPRC,Top1,IE_track,event_jaccard,culprit_spearman,research_topology_confirmed,production_topology_verified,topology_verified,open_topology_alerts,claim_validation_status,common_mode_FAR,zone_coherent_FAR,process_guard_eligible,sensor_veto_eligible,post_ref_sensor_hours,report_eligible_hours,ood_hours,not_evaluable_hours,post_ref_share,coverage_loss_hours,report_coverage_rate,regime_label,family_days_l3,family_months_l3,family_stability,family_holdouts,family_far,node_days_l3,node_months_l3,node_coverage_l3,node_stability,node_holdouts,node_far,l3_blocker_set
D5-DO_1_4-R1,DO_1_4,DO,1,post_anoxic,6877,71,71,71,3,2,0.8681963808610456,3,71,0.2676056338028169,nonoverlap_calendar_day,daily_block_bootstrap_and_leave_one_month_out_robust_profile,D5-DO-R1-full_shrinkage-variable_regime_zone,D5-DO-R1-full_shrinkage,L2,71,3,0.8681963808610456,3,0.2676056338028169,L2,71,3,1.0,0.7328635397631305,3,71,0.29577464788732394,nonoverlap_calendar_day,daily_block_residual_bootstrap_and_leave_one_month_out,L2,0.2676056338028169,True,False,False,scientific_score_admitted,holdout_far,node_bootstrap_stability|node_holdout_far,False,holdout_far|node_bootstrap_stability|node_holdout_far,variable_regime_zone,full_shrinkage,oas,0.0,0.00042985121627791916,586.3983258039873,0.0017053254690468731,False,True,5f246ba8e5a5aa0796a57da27b67be366a7c8fda19730dab8f01f7279ad59a55,7b1ba852f0405944538e558e8df7fe74468789604eb0d90372b1762be3ca036a,d5_local,0.9119444444444444,0.8695440576506779,0.7,,,,True,False,False,,scientific_score_grade,0.04642857142857142,0.05714285714285714,False,False,0,0,0,0,0.0,0,0.0,R1,False,False,False,False,True,False,False,False,True,False,True,family_far|node_stability|node_far
D5-DO_1_4-R3,DO_1_4,DO,3,post_anoxic,5581,46,46,46,3,2,0.8495499143898848,2,15,0.26666666666666666,nonoverlap_calendar_day,daily_block_bootstrap_and_leave_one_month_out_robust_profile,D5-DO-R3-diagonal_robust_z-variable_regime_zone,D5-DO-R3-diagonal_robust_z,L2,46,3,0.8495499143898848,2,0.26666666666666666,L2,46,3,0.9897144883844653,0.4769244226614046,2,15,0.13333333333333333,nonoverlap_calendar_day,daily_block_residual_bootstrap_and_leave_one_month_out,L2,0.26666666666666666,True,False,False,scientific_score_admitted,effective_blocks|bootstrap_stability|blocked_holdouts|holdout_far,node_bootstrap_stability|node_blocked_holdouts,False,effective_blocks|bootstrap_stability|blocked_holdouts|holdout_far|node_bootstrap_stability|node_blocked_holdouts,variable_regime_zone,diagonal_robust_z,diagonal_robust_z,0.0,1.0,171822144.31847396,5.819971598925518e-09,False,True,20b014037d13c3e7499ff7390dee82febd20c0da20a13b25c6c9666adeea74b3,7b1ba852f0405944538e558e8df7fe74468789604eb0d90372b1762be3ca036a,d5_local,0.9119444444444444,0.8695440576506779,0.7,,,,True,False,False,,scientific_score_grade,0.04642857142857142,0.05714285714285714,False,False,0,0,0,0,0.0,0,0.0,R3,True,False,True,True,True,False,False,False,True,True,False,family_days_l3|family_stability|family_holdouts|family_far|node_stability|node_holdouts
D5-DO_2_1-R0,DO_2_1,DO,0,aerobic,9494,76,76,76,3,2,0.9174038647027647,3,76,0.06578947368421052,nonoverlap_calendar_day,daily_block_bootstrap_and_leave_one_month_out_robust_profile,D5-DO-R0-diagonal_robust_z-variable_regime_zone,D5-DO-R0-diagonal_robust_z,L3,76,3,0.9174038647027647,3,0.06578947368421052,L2,76,3,0.9950738916256158,0.8985977255968349,3,76,0.39473684210526316,nonoverlap_calendar_day,daily_block_residual_bootstrap_and_leave_one_month_out,L2,0.06578947368421052,True,False,False,scientific_score_admitted,none,node_holdout_far,False,node_holdout_far,variable_regime_zone,diagonal_robust_z,diagonal_robust_z,0.0,1.0,4548632244.376826,2.198463068181065e-10,False,True,496e7a77402f966f429e0d61a36e30e9327c52617982bfa4cd51f57e1396f448,7b1ba852f0405944538e558e8df7fe74468789604eb0d90372b1762be3ca036a,d5_local,0.9119444444444444,0.8695440576506779,0.7,,,,True,False,False,,scientific_score_grade,0.04642857142857142,0.05714285714285714,False,False,0,0,0,0,0.0,0,0.0,R0,False,False,False,False,False,False,False,False,False,False,True,node_far
D5-DO_2_1-R1,DO_2_1,DO,1,aerobic,6877,71,71,71,3,2,0.8681963808610456,3,71,0.2676056338028169,nonoverlap_calendar_day,daily_block_bootstrap_and_leave_one_month_out_robust_profile,D5-DO-R1-full_shrinkage-variable_regime_zone,D5-DO-R1-full_shrinkage,L2,71,3,0.8681963808610456,3,0.2676056338028169,L2,71,3,1.0,0.906136239164314,3,71,0.43661971830985913,nonoverlap_calendar_day,daily_block_residual_bootstrap_and_leave_one_month_out,L2,0.2676056338028169,True,False,False,scientific_score_admitted,holdout_far,node_holdout_far,False,holdout_far|node_holdout_far,variable_regime_zone,full_shrinkage,oas,0.0,0.00042985121627791916,586.3983258039873,0.0017053254690468731,False,True,d59c0d114903eeda3a8ae73f25ec6e1f9674e136ca79f9ffcc5f5f75f05fcf53,7b1ba852f0405944538e558e8df7fe74468789604eb0d90372b1762be3ca036a,d5_local,0.9119444444444444,0.8695440576506779,0.7,,,,True,False,False,,scientific_score_grade,0.04642857142857142,0.05714285714285714,False,False,0,0,0,0,0.0,0,0.0,R1,False,False,False,False,True,False,False,False,False,False,True,family_far|node_far
D5-DO_2_1-R3,DO_2_1,DO,3,aerobic,5581,46,46,46,3,2,0.8495499143898848,2,15,0.26666666666666666,nonoverlap_calendar_day,daily_block_bootstrap_and_leave_one_month_out_robust_profile,D5-DO-R3-diagonal_robust_z-variable_regime_zone,D5-DO-R3-diagonal_robust_z,L2,46,3,0.8495499143898848,2,0.26666666666666666,L2,46,3,0.9897144883844653,0.874805849488627,2,15,0.0,nonoverlap_calendar_day,daily_block_residual_bootstrap_and_leave_one_month_out,L2,0.26666666666666666,True,False,False,scientific_score_admitted,effective_blocks|bootstrap_stability|blocked_holdouts|holdout_far,node_blocked_holdouts,False,effective_blocks|bootstrap_stability|blocked_holdouts|holdout_far|node_blocked_holdouts,variable_regime_zone,diagonal_robust_z,diagonal_robust_z,0.0,1.0,171822144.31847396,5.819971598925518e-09,False,True,e8652df525d1bef5b22128f49213e4cdb58dfff0e3df073951e24de900a3c79b,7b1ba852f0405944538e558e8df7fe74468789604eb0d90372b1762be3ca036a,d5_local,0.9119444444444444,0.8695440576506779,0.7,,,,True,False,False,,scientific_score_grade,0.04642857142857142,0.05714285714285714,False,False,0,0,0,0,0.0,0,0.0,R3,True,False,True,True,True,False,False,False,False,True,False,family_days_l3|family_stability|family_holdouts|family_far|node_holdouts
D5-DO_2_2-R0,DO_2_2,DO,0,aerobic,9494,76,76,76,3,2,0.9174038647027647,3,76,0.06578947368421052,nonoverlap_calendar_day,daily_block_bootstrap_and_leave_one_month_out_robust_profile,D5-DO-R0-diagonal_robust_z-variable_regime_zone,D5-DO-R0-diagonal_robust_z,L3,76,3,0.9174038647027647,3,0.06578947368421052,L3,76,3,0.9950738916256158,0.8517373760269955,3,76,0.10526315789473684,nonoverlap_calendar_day,daily_block_residual_bootstrap_and_leave_one_month_out,L3,0.06578947368421052,True,True,True,process_guard_admitted,none,none,False,none,variable_regime_zone,diagonal_robust_z,diagonal_robust_z,0.0,1.0,4548632244.376826,2.198463068181065e-10,False,False,5a9b713701fdf68de784ef62f8cbb1106ac2fe738ef811e696c57d9301c5d4a7,7b1ba852f0405944538e558e8df7fe74468789604eb0d90372b1762be3ca036a,d5_local,0.9119444444444444,0.8695440576506779,0.7,,,,True,False,False,,action_grade_process_guard,0.04642857142857142,0.05714285714285714,True,False,0,0,0,0,0.0,0,0.0,R0,False,False,False,False,False,False,False,False,False,False,False,none
D5-DO_2_2-R1,DO_2_2,DO,1,aerobic,6877,71,71,71,3,2,0.8681963808610456,3,71,0.2676056338028169,nonoverlap_calendar_day,daily_block_bootstrap_and_leave_one_month_out_robust_profile,D5-DO-R1-full_shrinkage-variable_regime_zone,D5-DO-R1-full_shrinkage,L2,71,3,0.8681963808610456,3,0.2676056338028169,L2,71,3,1.0,0.8660679758495219,3,71,0.18309859154929578,nonoverlap_calendar_day,daily_block_residual_bootstrap_and_leave_one_month_out,L2,0.2676056338028169,True,False,False,scientific_score_admitted,holdout_far,node_holdout_far,False,holdout_far|node_holdout_far,variable_regime_zone,full_shrinkage,oas,0.0,0.00042985121627791916,586.3983258039873,0.0017053254690468731,False,True,85dc05328b0ff2c7038af1f759b80c845a21c104ca7636ebcc82d739805ff3b3,7b1ba852f0405944538e558e8df7fe74468789604eb0d90372b1762be3ca036a,d5_local,0.9119444444444444,0.8695440576506779,0.7,,,,True,False,False,,scientific_score_grade,0.04642857142857142,0.05714285714285714,False,False,0,0,0,0,0.0,0,0.0,R1,False,False,False,False,True,False,False,False,False,False,True,family_far|node_far
D5-DO_2_2-R3,DO_2_2,DO,3,aerobic,5581,46,46,46,3,2,0.8495499143898848,2,15,0.26666666666666666,nonoverlap_calendar_day,daily_block_bootstrap_and_leave_one_month_out_robust_profile,D5-DO-R3-diagonal_robust_z-variable_regime_zone,D5-DO-R3-diagonal_robust_z,L2,46,3,0.8495499143898848,2,0.26666666666666666,L2,46,3,0.9897144883844653,0.8829888096982755,2,15,0.3333333333333333,nonoverlap_calendar_day,daily_block_residual_bootstrap_and_leave_one_month_out,L2,0.26666666666666666,True,False,False,scientific_score_admitted,effective_blocks|bootstrap_stability|blocked_holdouts|holdout_far,node_blocked_holdouts|node_holdout_far,False,effective_blocks|bootstrap_stability|blocked_holdouts|holdout_far|node_blocked_holdouts|node_holdout_far,variable_regime_zone,diagonal_robust_z,diagonal_robust_z,0.0,1.0,171822144.31847396,5.819971598925518e-09,False,True,9150068270062e89426a08ddec5408f0fe003aa10492e8e28eef704211858198,7b1ba852f0405944538e558e8df7fe74468789604eb0d90372b1762be3ca036a,d5_local,0.9119444444444444,0.8695440576506779,0.7,,,,True,False,False,,scientific_score_grade,0.04642857142857142,0.05714285714285714,False,False,0,0,0,0,0.0,0,0.0,R3,True,False,True,True,True,False,False,False,False,True,True,family_days_l3|family_stability|family_holdouts|family_far|node_holdouts|node_far
D5-DO_2_3-R0,DO_2_3,DO,0,aerobic,9494,76,76,76,3,2,0.9174038647027647,3,76,0.06578947368421052,nonoverlap_calendar_day,daily_block_bootstrap_and_leave_one_month_out_robust_profile,D5-DO-R0-diagonal_robust_z-variable_regime_zone,D5-DO-R0-diagonal_robust_z,L3,76,3,0.9174038647027647,3,0.06578947368421052,L2,76,3,0.9950738916256158,0.8296618710173502,3,76,0.18421052631578946,nonoverlap_calendar_day,daily_block_residual_bootstrap_and_leave_one_month_out,L2,0.06578947368421052,True,False,False,scientific_score_admitted,none,node_holdout_far,False,node_holdout_far,variable_regime_zone,diagonal_robust_z,diagonal_robust_z,0.0,1.0,4548632244.376826,2.198463068181065e-10,False,True,088714e57b1bd87241cf1c125c1bbd5e7fbf02d18d8c8423fec3b5c535d89043,7b1ba852f0405944538e558e8df7fe74468789604eb0d90372b1762be3ca036a,d5_local,0.9119444444444444,0.8695440576506779,0.7,,,,True,False,False,,scientific_score_grade,0.04642857142857142,0.05714285714285714,False,False,0,0,0,0,0.0,0,0.0,R0,False,False,False,False,False,False,False,False,False,False,True,node_far
D5-DO_2_3-R1,DO_2_3,DO,1,aerobic,6877,71,71,71,3,2,0.8681963808610456,3,71,0.2676056338028169,nonoverlap_calendar_day,daily_block_bootstrap_and_leave_one_month_out_robust_profile,D5-DO-R1-full_shrinkage-variable_regime_zone,D5-DO-R1-full_shrinkage,L2,71,3,0.8681963808610456,3,0.2676056338028169,L2,71,3,1.0,0.8905227772632321,3,71,0.28169014084507044,nonoverlap_calendar_day,daily_block_residual_bootstrap_and_leave_one_month_out,L2,0.2676056338028169,True,False,False,scientific_score_admitted,holdout_far,node_holdout_far,False,holdout_far|node_holdout_far,variable_regime_zone,full_shrinkage,oas,0.0,0.00042985121627791916,586.3983258039873,0.0017053254690468731,False,True,8c855dca876aa02edcdeaab375e691a433322ebd653d6eeab01863d660fad72d,7b1ba852f0405944538e558e8df7fe74468789604eb0d90372b1762be3ca036a,d5_local,0.9119444444444444,0.8695440576506779,0.7,,,,True,False,False,,scientific_score_grade,0.04642857142857142,0.05714285714285714,False,False,0,0,0,0,0.0,0,0.0,R1,False,False,False,False,True,False,False,False,False,False,True,family_far|node_far
D5-DO_2_3-R3,DO_2_3,DO,3,aerobic,5581,46,46,46,3,2,0.8495499143898848,2,15,0.26666666666666666,nonoverlap_calendar_day,daily_block_bootstrap_and_leave_one_month_out_robust_profile,D5-DO-R3-diagonal_robust_z-variable_regime_zone,D5-DO-R3-diagonal_robust_z,L2,46,3,0.8495499143898848,2,0.26666666666666666,L2,46,3,0.9897144883844653,0.8697786764309048,2,15,0.2,nonoverlap_calendar_day,daily_block_residual_bootstrap_and_leave_one_month_out,L2,0.26666666666666666,True,False,False,scientific_score_admitted,effective_blocks|bootstrap_stability|blocked_holdouts|holdout_far,node_blocked_holdouts|node_holdout_far,False,effective_blocks|bootstrap_stability|blocked_holdouts|holdout_far|node_blocked_holdouts|node_holdout_far,variable_regime_zone,diagonal_robust_z,diagonal_robust_z,0.0,1.0,171822144.31847396,5.819971598925518e-09,False,True,0e443b414687ee81611d1602e545f1bf0377d88fb89daf246dc581d7481c146f,7b1ba852f0405944538e558e8df7fe74468789604eb0d90372b1762be3ca036a,d5_local,0.9119444444444444,0.8695440576506779,0.7,,,,True,False,False,,scientific_score_grade,0.04642857142857142,0.05714285714285714,False,False,0,0,0,0,0.0,0,0.0,R3,True,False,True,True,True,False,False,False,False,True,True,family_days_l3|family_stability|family_holdouts|family_far|node_holdouts|node_far
D5-DO_2_4-R0,DO_2_4,DO,0,post_anoxic,9494,76,76,76,3,2,0.9174038647027647,3,76,0.06578947368421052,nonoverlap_calendar_day,daily_block_bootstrap_and_leave_one_month_out_robust_profile,D5-DO-R0-diagonal_robust_z-variable_regime_zone,D5-DO-R0-diagonal_robust_z,L3,76,3,0.9174038647027647,3,0.06578947368421052,L2,76,3,0.9950738916256158,0.8612234067438752,3,76,0.3684210526315789,nonoverlap_calendar_day,daily_block_residual_bootstrap_and_leave_one_month_out,L2,0.06578947368421052,True,False,False,scientific_score_admitted,none,node_holdout_far,False,node_holdout_far,variable_regime_zone,diagonal_robust_z,diagonal_robust_z,0.0,1.0,4548632244.376826,2.198463068181065e-10,False,True,165af31a1f2aadb31bdac7bbc7be732a26ac1fd0235c144e70cd826b154c6973,7b1ba852f0405944538e558e8df7fe74468789604eb0d90372b1762be3ca036a,d5_local,0.9119444444444444,0.8695440576506779,0.7,,,,True,False,False,,scientific_score_grade,0.04642857142857142,0.05714285714285714,False,False,0,0,0,0,0.0,0,0.0,R0,False,False,False,False,False,False,False,False,False,False,True,node_far
D5-DO_2_4-R1,DO_2_4,DO,1,post_anoxic,6877,71,71,71,3,2,0.8681963808610456,3,71,0.2676056338028169,nonoverlap_calendar_day,daily_block_bootstrap_and_leave_one_month_out_robust_profile,D5-DO-R1-full_shrinkage-variable_regime_zone,D5-DO-R1-full_shrinkage,L2,71,3,0.8681963808610456,3,0.2676056338028169,L2,71,3,1.0,0.8586202036181716,3,71,0.16901408450704225,nonoverlap_calendar_day,daily_block_residual_bootstrap_and_leave_one_month_out,L2,0.2676056338028169,True,False,False,scientific_score_admitted,holdout_far,node_holdout_far,False,holdout_far|node_holdout_far,variable_regime_zone,full_shrinkage,oas,0.0,0.00042985121627791916,586.3983258039873,0.0017053254690468731,False,True,71fb188344562e0437e1e551af1a03f382ac498c61cbc2f56fa979664ff0a918,7b1ba852f0405944538e558e8df7fe74468789604eb0d90372b1762be3ca036a,d5_local,0.9119444444444444,0.8695440576506779,0.7,,,,True,False,False,,scientific_score_grade,0.04642857142857142,0.05714285714285714,False,False,0,0,0,0,0.0,0,0.0,R1,False,False,False,False,True,False,False,False,False,False,True,family_far|node_far
D5-DO_2_4-R3,DO_2_4,DO,3,post_anoxic,5581,46,46,46,3,2,0.8495499143898848,2,15,0.26666666666666666,nonoverlap_calendar_day,daily_block_bootstrap_and_leave_one_month_out_robust_profile,D5-DO-R3-diagonal_robust_z-variable_regime_zone,D5-DO-R3-diagonal_robust_z,L2,46,3,0.8495499143898848,2,0.26666666666666666,L2,46,3,0.9897144883844653,0.7319136629089084,2,15,0.13333333333333333,nonoverlap_calendar_day,daily_block_residual_bootstrap_and_leave_one_month_out,L2,0.26666666666666666,True,False,False,scientific_score_admitted,effective_blocks|bootstrap_stability|blocked_holdouts|holdout_far,node_bootstrap_stability|node_blocked_holdouts,False,effective_blocks|bootstrap_stability|blocked_holdouts|holdout_far|node_bootstrap_stability|node_blocked_holdouts,variable_regime_zone,diagonal_robust_z,diagonal_robust_z,0.0,1.0,171822144.31847396,5.819971598925518e-09,False,True,a924c0c0082bbaeca1d688889cebd8370998c32203f7ff6575ebde1649bfdb15,7b1ba852f0405944538e558e8df7fe74468789604eb0d90372b1762be3ca036a,d5_local,0.9119444444444444,0.8695440576506779,0.7,,,,True,False,False,,scientific_score_grade,0.04642857142857142,0.05714285714285714,False,False,0,0,0,0,0.0,0,0.0,R3,True,False,True,True,True,False,False,False,True,True,False,family_days_l3|family_stability|family_holdouts|family_far|node_stability|node_holdouts
D5-ORP_1_1-R0,ORP_1_1,ORP,0,anaerobic,9494,76,76,76,3,2,0.9169788646494366,3,76,0.5,nonoverlap_calendar_day,daily_block_bootstrap_and_leave_one_month_out_robust_profile,D5-ORP-R0-diagonal_robust_z-variable_public,D5-ORP-R0-diagonal_robust_z,L2,76,3,0.9169788646494366,3,0.5,L2,76,3,0.9950738916256158,0.8853390169491939,3,76,0.23684210526315788,nonoverlap_calendar_day,daily_block_residual_bootstrap_and_leave_one_month_out,L2,0.5,True,False,False,scientific_score_admitted,holdout_far,node_holdout_far,False,holdout_far|node_holdout_far,variable_public,diagonal_robust_z,diagonal_robust_z,1.0,1.0,2.34344395669909,0.42672238742528845,False,True,e06d6b78de8553c4083d2c13294f938d3307ca56244695091c877cfa0bf3c4b5,7b1ba852f0405944538e558e8df7fe74468789604eb0d90372b1762be3ca036a,d5_local,0.9119444444444444,0.8695440576506779,0.7,,,,True,False,False,,scientific_score_grade,0.04642857142857142,0.05714285714285714,False,False,0,0,0,0,0.0,0,0.0,R0,False,False,False,False,True,False,False,False,False,False,True,family_far|node_far
D5-ORP_1_1-R1,ORP_1_1,ORP,1,anaerobic,6877,71,71,71,3,2,0.9066851230883861,3,71,0.30985915492957744,nonoverlap_calendar_day,daily_block_bootstrap_and_leave_one_month_out_robust_profile,D5-ORP-R1-diagonal_robust_z-variable_public,D5-ORP-R1-diagonal_robust_z,L2,71,3,0.9066851230883861,3,0.30985915492957744,L2,71,3,1.0,0.8936379940429484,3,71,0.2112676056338028,nonoverlap_calendar_day,daily_block_residual_bootstrap_and_leave_one_month_out,L2,0.30985915492957744,True,False,False,scientific_score_admitted,holdout_far,node_holdout_far,False,holdout_far|node_holdout_far,variable_public,diagonal_robust_z,diagonal_robust_z,1.0,1.0,1.6581525029917226,0.6030808373751808,False,True,de6ec81f1a945bd905f86fc6989bd3221a7d44172039a80ac36ba3543c6d21c9,7b1ba852f0405944538e558e8df7fe74468789604eb0d90372b1762be3ca036a,d5_local,0.9119444444444444,0.8695440576506779,0.7,,,,True,False,False,,scientific_score_grade,0.04642857142857142,0.05714285714285714,False,False,0,0,0,0,0.0,0,0.0,R1,False,False,False,False,True,False,False,False,False,False,True,family_far|node_far
D5-ORP_1_1-R3,ORP_1_1,ORP,3,anaerobic,5581,46,46,46,3,2,0.8789687357521654,2,15,0.4,nonoverlap_calendar_day,daily_block_bootstrap_and_leave_one_month_out_robust_profile,D5-ORP-R3-diagonal_robust_z-variable_public,D5-ORP-R3-diagonal_robust_z,L2,46,3,0.8789687357521654,2,0.4,L2,46,3,0.9897144883844653,0.8723400061031292,2,15,0.5333333333333333,nonoverlap_calendar_day,daily_block_residual_bootstrap_and_leave_one_month_out,L2,0.4,True,False,False,scientific_score_admitted,effective_blocks|blocked_holdouts|holdout_far,node_blocked_holdouts|node_holdout_far,False,effective_blocks|blocked_holdouts|holdout_far|node_blocked_holdouts|node_holdout_far,variable_public,diagonal_robust_z,diagonal_robust_z,1.0,1.0,60.08553334435669,0.01664294122628307,False,True,3e9a0aae47d14c8022ce0449c559a3aff8a0ca942716e6f43101c14f3327df79,7b1ba852f0405944538e558e8df7fe74468789604eb0d90372b1762be3ca036a,d5_local,0.9119444444444444,0.8695440576506779,0.7,,,,True,False,False,,scientific_score_grade,0.04642857142857142,0.05714285714285714,False,False,0,0,0,0,0.0,0,0.0,R3,True,False,False,True,True,False,False,False,False,True,True,family_days_l3|family_holdouts|family_far|node_holdouts|node_far
D5-ORP_1_2-R0,ORP_1_2,ORP,0,pre_anoxic,9494,76,76,76,3,2,0.9169788646494366,3,76,0.5,nonoverlap_calendar_day,daily_block_bootstrap_and_leave_one_month_out_robust_profile,D5-ORP-R0-diagonal_robust_z-variable_public,D5-ORP-R0-diagonal_robust_z,L2,76,3,0.9169788646494366,3,0.5,L2,76,3,0.9950738916256158,0.900857222300845,3,76,0.25,nonoverlap_calendar_day,daily_block_residual_bootstrap_and_leave_one_month_out,L2,0.5,True,False,False,scientific_score_admitted,holdout_far,node_holdout_far,False,holdout_far|node_holdout_far,variable_public,diagonal_robust_z,diagonal_robust_z,1.0,1.0,2.34344395669909,0.42672238742528845,False,True,38d5b86c1609246fc5d9d80537aff4b1add5ec73cd372defe47195c02987b73b,7b1ba852f0405944538e558e8df7fe74468789604eb0d90372b1762be3ca036a,d5_local,0.9119444444444444,0.8695440576506779,0.7,,,,True,False,False,,scientific_score_grade,0.04642857142857142,0.05714285714285714,False,False,0,0,0,0,0.0,0,0.0,R0,False,False,False,False,True,False,False,False,False,False,True,family_far|node_far
D5-ORP_1_2-R1,ORP_1_2,ORP,1,pre_anoxic,6877,71,71,71,3,2,0.9066851230883861,3,71,0.30985915492957744,nonoverlap_calendar_day,daily_block_bootstrap_and_leave_one_month_out_robust_profile,D5-ORP-R1-diagonal_robust_z-variable_public,D5-ORP-R1-diagonal_robust_z,L2,71,3,0.9066851230883861,3,0.30985915492957744,L3,71,3,1.0,0.8906047025829307,3,71,0.1267605633802817,nonoverlap_calendar_day,daily_block_residual_bootstrap_and_leave_one_month_out,L2,0.30985915492957744,True,False,False,scientific_score_admitted,holdout_far,none,False,holdout_far,variable_public,diagonal_robust_z,diagonal_robust_z,1.0,1.0,1.6581525029917226,0.6030808373751808,False,True,61791e1d60eb9833720547a365caf250cde6a138bca568ae0f888d33fa328dbc,7b1ba852f0405944538e558e8df7fe74468789604eb0d90372b1762be3ca036a,d5_local,0.9119444444444444,0.8695440576506779,0.7,,,,True,False,False,,scientific_score_grade,0.04642857142857142,0.05714285714285714,False,False,0,0,0,0,0.0,0,0.0,R1,False,False,False,False,True,False,False,False,False,False,False,family_far
D5-ORP_1_2-R3,ORP_1_2,ORP,3,pre_anoxic,5581,46,46,46,3,2,0.8789687357521654,2,15,0.4,nonoverlap_calendar_day,daily_block_bootstrap_and_leave_one_month_out_robust_profile,D5-ORP-R3-diagonal_robust_z-variable_public,D5-ORP-R3-diagonal_robust_z,L2,46,3,0.8789687357521654,2,0.4,L2,46,3,0.9897144883844653,0.8208820294228981,2,15,0.13333333333333333,nonoverlap_calendar_day,daily_block_residual_bootstrap_and_leave_one_month_out,L2,0.4,True,False,False,scientific_score_admitted,effective_blocks|blocked_holdouts|holdout_far,node_blocked_holdouts,False,effective_blocks|blocked_holdouts|holdout_far|node_blocked_holdouts,variable_public,diagonal_robust_z,diagonal_robust_z,1.0,1.0,60.08553334435669,0.01664294122628307,False,True,f857e9e0986a58b0ea3e4873b4946cac42d808f8a5c0bd2cc7016a5e338a7891,7b1ba852f0405944538e558e8df7fe74468789604eb0d90372b1762be3ca036a,d5_local,0.9119444444444444,0.8695440576506779,0.7,,,,True,False,False,,scientific_score_grade,0.04642857142857142,0.05714285714285714,False,False,0,0,0,0,0.0,0,0.0,R3,True,False,False,True,True,False,False,False,False,True,False,family_days_l3|family_holdouts|family_far|node_holdouts
D5-ORP_1_3-R0,ORP_1_3,ORP,0,pre_anoxic,9494,76,76,76,3,2,0.9169788646494366,3,76,0.5,nonoverlap_calendar_day,daily_block_bootstrap_and_leave_one_month_out_robust_profile,D5-ORP-R0-diagonal_robust_z-variable_public,D5-ORP-R0-diagonal_robust_z,L2,76,3,0.9169788646494366,3,0.5,L3,76,3,0.9950738916256158,0.8944676951329199,3,76,0.07894736842105263,nonoverlap_calendar_day,daily_block_residual_bootstrap_and_leave_one_month_out,L2,0.5,True,False,False,scientific_score_admitted,holdout_far,none,False,holdout_far,variable_public,diagonal_robust_z,diagonal_robust_z,1.0,1.0,2.34344395669909,0.42672238742528845,False,True,711022e261450791aa3c3058965cf0f5a26ed8004f11705ca5d8c19aa016c907,7b1ba852f0405944538e558e8df7fe74468789604eb0d90372b1762be3ca036a,d5_local,0.9119444444444444,0.8695440576506779,0.7,,,,True,False,False,,scientific_score_grade,0.04642857142857142,0.05714285714285714,False,False,0,0,0,0,0.0,0,0.0,R0,False,False,False,False,True,False,False,False,False,False,False,family_far
D5-ORP_1_3-R1,ORP_1_3,ORP,1,pre_anoxic,6877,71,71,71,3,2,0.9066851230883861,3,71,0.30985915492957744,nonoverlap_calendar_day,daily_block_bootstrap_and_leave_one_month_out_robust_profile,D5-ORP-R1-diagonal_robust_z-variable_public,D5-ORP-R1-diagonal_robust_z,L2,71,3,0.9066851230883861,3,0.30985915492957744,L2,71,3,1.0,0.8463329427292223,3,71,0.2676056338028169,nonoverlap_calendar_day,daily_block_residual_bootstrap_and_leave_one_month_out,L2,0.30985915492957744,True,False,False,scientific_score_admitted,holdout_far,node_holdout_far,False,holdout_far|node_holdout_far,variable_public,diagonal_robust_z,diagonal_robust_z,1.0,1.0,1.6581525029917226,0.6030808373751808,False,True,4183b357edfaadad060d2bd75a523baf21855e33b8c87b0ec512f0bf21aa3d49,7b1ba852f0405944538e558e8df7fe74468789604eb0d90372b1762be3ca036a,d5_local,0.9119444444444444,0.8695440576506779,0.7,,,,True,False,False,,scientific_score_grade,0.04642857142857142,0.05714285714285714,False,False,0,0,0,0,0.0,0,0.0,R1,False,False,False,False,True,False,False,False,False,False,True,family_far|node_far
